sat_id,orbit_class,quantity,timestamp,error
IRNSS-1A,GEO/GSO,clock,2025-01-02T14:45:00Z,0.0503
IRNSS-1A,GEO/GSO,clock,2025-01-02T15:00:00Z,0.0709
IRNSS-1A,GEO/GSO,clock,2025-01-02T15:15:00Z,0.0598
IRNSS-1A,GEO/GSO,clock,2025-01-02T15:30:00Z,0.0465
IRNSS-1A,GEO/GSO,clock,2025-01-02T15:45:00Z,0.0612
IRNSS-1A,GEO/GSO,clock,2025-01-02T16:00:00Z,0.0482
IRNSS-1A,GEO/GSO,clock,2025-01-02T16:15:00Z,0.0623
IRNSS-1A,GEO/GSO,clock,2025-01-02T16:30:00Z,0.0652
IRNSS-1A,GEO/GSO,clock,2025-01-02T16:45:00Z,0.0494
IRNSS-1A,GEO/GSO,clock,2025-01-02T17:00:00Z,0.0637
IRNSS-1A,GEO/GSO,clock,2025-01-02T17:15:00Z,0.0593
IRNSS-1A,GEO/GSO,clock,2025-01-02T17:30:00Z,0.0625
IRNSS-1A,GEO/GSO,clock,2025-01-02T17:45:00Z,0.0711
IRNSS-1A,GEO/GSO,clock,2025-01-02T18:00:00Z,0.0539
IRNSS-1A,GEO/GSO,clock,2025-01-02T18:15:00Z,0.0499
IRNSS-1A,GEO/GSO,clock,2025-01-02T18:30:00Z,0.0488
IRNSS-1A,GEO/GSO,clock,2025-01-02T18:45:00Z,0.0493
IRNSS-1A,GEO/GSO,clock,2025-01-02T19:00:00Z,0.0552
IRNSS-1A,GEO/GSO,clock,2025-01-02T19:15:00Z,0.0585
IRNSS-1A,GEO/GSO,clock,2025-01-02T19:30:00Z,0.058
IRNSS-1A,GEO/GSO,clock,2025-01-02T19:45:00Z,0.0624
IRNSS-1A,GEO/GSO,clock,2025-01-02T20:00:00Z,0.0558
IRNSS-1A,GEO/GSO,clock,2025-01-02T20:15:00Z,0.0673
IRNSS-1A,GEO/GSO,clock,2025-01-02T20:30:00Z,0.0535
IRNSS-1A,GEO/GSO,clock,2025-01-02T20:45:00Z,0.0774
IRNSS-1A,GEO/GSO,clock,2025-01-02T21:00:00Z,0.0606
IRNSS-1A,GEO/GSO,clock,2025-01-02T21:15:00Z,0.0487
IRNSS-1A,GEO/GSO,clock,2025-01-02T21:30:00Z,0.0469
IRNSS-1A,GEO/GSO,clock,2025-01-02T21:45:00Z,0.0593
IRNSS-1A,GEO/GSO,clock,2025-01-02T22:00:00Z,0.0536
IRNSS-1A,GEO/GSO,clock,2025-01-02T22:15:00Z,0.0611
IRNSS-1A,GEO/GSO,clock,2025-01-02T22:30:00Z,0.0591
IRNSS-1A,GEO/GSO,clock,2025-01-02T22:45:00Z,0.0547
IRNSS-1A,GEO/GSO,clock,2025-01-02T23:00:00Z,0.0485
IRNSS-1A,GEO/GSO,clock,2025-01-02T23:15:00Z,0.0431
IRNSS-1A,GEO/GSO,clock,2025-01-02T23:30:00Z,0.0516
IRNSS-1A,GEO/GSO,clock,2025-01-02T23:45:00Z,0.0619
IRNSS-1A,GEO/GSO,clock,2025-01-03T00:00:00Z,0.0567
IRNSS-1A,GEO/GSO,clock,2025-01-03T00:15:00Z,0.045
IRNSS-1A,GEO/GSO,clock,2025-01-03T00:30:00Z,0.0563
IRNSS-1A,GEO/GSO,clock,2025-01-03T00:45:00Z,0.0579
IRNSS-1A,GEO/GSO,clock,2025-01-03T01:00:00Z,0.0477
IRNSS-1A,GEO/GSO,clock,2025-01-03T01:15:00Z,0.056
IRNSS-1A,GEO/GSO,clock,2025-01-03T01:30:00Z,0.0551
IRNSS-1A,GEO/GSO,clock,2025-01-03T01:45:00Z,0.0455
IRNSS-1A,GEO/GSO,clock,2025-01-03T02:00:00Z,0.0574
IRNSS-1A,GEO/GSO,clock,2025-01-03T02:15:00Z,0.059
IRNSS-1A,GEO/GSO,clock,2025-01-03T02:30:00Z,0.0631
IRNSS-1A,GEO/GSO,clock,2025-01-03T02:45:00Z,0.0628
IRNSS-1A,GEO/GSO,clock,2025-01-03T03:00:00Z,0.0432
IRNSS-1A,GEO/GSO,clock,2025-01-03T03:15:00Z,0.0467
IRNSS-1A,GEO/GSO,clock,2025-01-03T03:30:00Z,0.0582
IRNSS-1A,GEO/GSO,clock,2025-01-03T03:45:00Z,0.0582
IRNSS-1A,GEO/GSO,clock,2025-01-03T04:00:00Z,0.0581
IRNSS-1A,GEO/GSO,clock,2025-01-03T04:15:00Z,0.0847
IRNSS-1A,GEO/GSO,clock,2025-01-03T04:30:00Z,0.0584
IRNSS-1A,GEO/GSO,clock,2025-01-03T04:45:00Z,0.0628
IRNSS-1A,GEO/GSO,clock,2025-01-03T05:00:00Z,0.0613
IRNSS-1A,GEO/GSO,clock,2025-01-03T05:15:00Z,0.0588
IRNSS-1A,GEO/GSO,clock,2025-01-03T05:30:00Z,0.051
IRNSS-1A,GEO/GSO,clock,2025-01-03T05:45:00Z,0.0595
IRNSS-1A,GEO/GSO,clock,2025-01-03T06:00:00Z,0.0471
IRNSS-1A,GEO/GSO,clock,2025-01-03T06:15:00Z,0.0513
IRNSS-1A,GEO/GSO,clock,2025-01-03T06:30:00Z,0.0492
IRNSS-1A,GEO/GSO,clock,2025-01-03T06:45:00Z,0.0537
IRNSS-1A,GEO/GSO,clock,2025-01-03T07:00:00Z,0.0715
IRNSS-1A,GEO/GSO,clock,2025-01-03T07:15:00Z,0.0379
IRNSS-1A,GEO/GSO,clock,2025-01-03T07:30:00Z,0.0582
IRNSS-1A,GEO/GSO,clock,2025-01-03T07:45:00Z,0.0397
IRNSS-1A,GEO/GSO,clock,2025-01-03T08:00:00Z,0.0488
IRNSS-1A,GEO/GSO,clock,2025-01-03T08:15:00Z,0.0612
IRNSS-1A,GEO/GSO,clock,2025-01-03T08:30:00Z,0.0529
IRNSS-1A,GEO/GSO,clock,2025-01-03T08:45:00Z,0.0436
IRNSS-1A,GEO/GSO,clock,2025-01-03T09:00:00Z,0.0464
IRNSS-1A,GEO/GSO,clock,2025-01-03T09:15:00Z,0.0575
IRNSS-1A,GEO/GSO,clock,2025-01-03T09:30:00Z,0.0461
IRNSS-1A,GEO/GSO,clock,2025-01-03T09:45:00Z,0.0536
IRNSS-1A,GEO/GSO,clock,2025-01-03T10:00:00Z,0.0521
IRNSS-1A,GEO/GSO,clock,2025-01-03T10:15:00Z,0.0464
IRNSS-1A,GEO/GSO,clock,2025-01-03T10:30:00Z,0.0686
IRNSS-1A,GEO/GSO,clock,2025-01-03T10:45:00Z,0.0565
IRNSS-1A,GEO/GSO,clock,2025-01-03T11:00:00Z,0.0351
IRNSS-1A,GEO/GSO,clock,2025-01-03T11:15:00Z,0.0526
IRNSS-1A,GEO/GSO,clock,2025-01-03T11:30:00Z,0.0457
IRNSS-1A,GEO/GSO,clock,2025-01-03T11:45:00Z,0.0577
IRNSS-1A,GEO/GSO,clock,2025-01-03T12:00:00Z,0.0445
IRNSS-1A,GEO/GSO,clock,2025-01-03T12:15:00Z,0.0498
IRNSS-1A,GEO/GSO,clock,2025-01-03T12:30:00Z,0.0546
IRNSS-1A,GEO/GSO,clock,2025-01-03T12:45:00Z,0.0574
IRNSS-1A,GEO/GSO,clock,2025-01-03T13:00:00Z,0.0407
IRNSS-1A,GEO/GSO,clock,2025-01-03T13:15:00Z,0.0475
IRNSS-1A,GEO/GSO,clock,2025-01-03T13:30:00Z,0.0463
IRNSS-1A,GEO/GSO,clock,2025-01-03T13:45:00Z,0.0447
IRNSS-1A,GEO/GSO,clock,2025-01-03T14:00:00Z,0.064
IRNSS-1A,GEO/GSO,clock,2025-01-03T14:15:00Z,0.0529
IRNSS-1A,GEO/GSO,clock,2025-01-03T14:30:00Z,0.0395
IRNSS-1A,GEO/GSO,clock,2025-01-03T14:45:00Z,0.0568
IRNSS-1A,GEO/GSO,clock,2025-01-03T15:00:00Z,0.0663
IRNSS-1A,GEO/GSO,clock,2025-01-03T15:15:00Z,0.0574
IRNSS-1A,GEO/GSO,clock,2025-01-03T15:30:00Z,0.0369
IRNSS-1A,GEO/GSO,clock,2025-01-03T15:45:00Z,0.045
IRNSS-1A,GEO/GSO,clock,2025-01-03T16:00:00Z,0.0589
IRNSS-1A,GEO/GSO,clock,2025-01-03T16:15:00Z,0.043
IRNSS-1A,GEO/GSO,clock,2025-01-03T16:30:00Z,0.0521
IRNSS-1A,GEO/GSO,clock,2025-01-03T16:45:00Z,0.0546
IRNSS-1A,GEO/GSO,clock,2025-01-03T17:00:00Z,0.0408
IRNSS-1A,GEO/GSO,clock,2025-01-03T17:15:00Z,0.0476
IRNSS-1A,GEO/GSO,clock,2025-01-03T17:30:00Z,0.022
IRNSS-1A,GEO/GSO,clock,2025-01-03T17:45:00Z,0.0396
IRNSS-1A,GEO/GSO,clock,2025-01-03T18:00:00Z,0.0457
IRNSS-1A,GEO/GSO,clock,2025-01-03T18:15:00Z,0.0376
IRNSS-1A,GEO/GSO,clock,2025-01-03T18:30:00Z,0.0605
IRNSS-1A,GEO/GSO,clock,2025-01-03T18:45:00Z,0.0358
IRNSS-1A,GEO/GSO,clock,2025-01-03T19:00:00Z,0.0436
IRNSS-1A,GEO/GSO,clock,2025-01-03T19:15:00Z,0.048
IRNSS-1A,GEO/GSO,clock,2025-01-03T19:30:00Z,0.0584
IRNSS-1A,GEO/GSO,clock,2025-01-03T19:45:00Z,0.0352
IRNSS-1A,GEO/GSO,clock,2025-01-03T20:00:00Z,0.0559
IRNSS-1A,GEO/GSO,clock,2025-01-03T20:15:00Z,0.0465
IRNSS-1A,GEO/GSO,clock,2025-01-03T20:30:00Z,0.0384
IRNSS-1A,GEO/GSO,clock,2025-01-03T20:45:00Z,0.0498
IRNSS-1A,GEO/GSO,clock,2025-01-03T21:00:00Z,0.0476
IRNSS-1A,GEO/GSO,clock,2025-01-03T21:15:00Z,0.041
IRNSS-1A,GEO/GSO,clock,2025-01-03T21:30:00Z,0.0462
IRNSS-1A,GEO/GSO,clock,2025-01-03T21:45:00Z,0.0424
IRNSS-1A,GEO/GSO,clock,2025-01-03T22:00:00Z,0.0463
IRNSS-1A,GEO/GSO,clock,2025-01-03T22:15:00Z,0.0505
IRNSS-1A,GEO/GSO,clock,2025-01-03T22:30:00Z,0.0577
IRNSS-1A,GEO/GSO,clock,2025-01-03T22:45:00Z,0.035
IRNSS-1A,GEO/GSO,clock,2025-01-03T23:00:00Z,0.0618
IRNSS-1A,GEO/GSO,clock,2025-01-03T23:15:00Z,0.029
IRNSS-1A,GEO/GSO,clock,2025-01-03T23:30:00Z,0.0432
IRNSS-1A,GEO/GSO,clock,2025-01-03T23:45:00Z,0.049
IRNSS-1A,GEO/GSO,clock,2025-01-04T00:00:00Z,0.0464
IRNSS-1A,GEO/GSO,clock,2025-01-04T00:15:00Z,0.039
IRNSS-1A,GEO/GSO,clock,2025-01-04T00:30:00Z,0.0422
IRNSS-1A,GEO/GSO,clock,2025-01-04T00:45:00Z,0.0397
IRNSS-1A,GEO/GSO,clock,2025-01-04T01:00:00Z,0.0388
IRNSS-1A,GEO/GSO,clock,2025-01-04T01:15:00Z,0.0502
IRNSS-1A,GEO/GSO,clock,2025-01-04T01:30:00Z,0.0461
IRNSS-1A,GEO/GSO,clock,2025-01-04T01:45:00Z,0.0375
IRNSS-1A,GEO/GSO,clock,2025-01-04T02:00:00Z,0.0501
IRNSS-1A,GEO/GSO,clock,2025-01-04T02:15:00Z,0.0452
IRNSS-1A,GEO/GSO,clock,2025-01-04T02:30:00Z,0.0491
IRNSS-1A,GEO/GSO,clock,2025-01-04T02:45:00Z,0.0475
IRNSS-1A,GEO/GSO,clock,2025-01-04T03:00:00Z,0.0356
IRNSS-1A,GEO/GSO,clock,2025-01-04T03:15:00Z,0.0376
IRNSS-1A,GEO/GSO,clock,2025-01-04T03:30:00Z,0.0479
IRNSS-1A,GEO/GSO,clock,2025-01-04T03:45:00Z,0.0467
IRNSS-1A,GEO/GSO,clock,2025-01-04T04:00:00Z,0.0415
IRNSS-1A,GEO/GSO,clock,2025-01-04T04:15:00Z,0.0424
IRNSS-1A,GEO/GSO,clock,2025-01-04T04:30:00Z,0.0515
IRNSS-1A,GEO/GSO,clock,2025-01-04T04:45:00Z,0.0364
IRNSS-1A,GEO/GSO,clock,2025-01-04T05:00:00Z,0.0454
IRNSS-1A,GEO/GSO,clock,2025-01-04T05:15:00Z,0.0392
IRNSS-1A,GEO/GSO,clock,2025-01-04T05:30:00Z,0.0389
IRNSS-1A,GEO/GSO,clock,2025-01-04T05:45:00Z,0.0493
IRNSS-1A,GEO/GSO,clock,2025-01-04T06:00:00Z,0.0469
IRNSS-1A,GEO/GSO,clock,2025-01-04T06:15:00Z,0.0467
IRNSS-1A,GEO/GSO,clock,2025-01-04T06:30:00Z,0.0505
IRNSS-1A,GEO/GSO,clock,2025-01-04T06:45:00Z,0.04
IRNSS-1A,GEO/GSO,clock,2025-01-04T07:00:00Z,0.0452
IRNSS-1A,GEO/GSO,clock,2025-01-04T07:15:00Z,0.0371
IRNSS-1A,GEO/GSO,clock,2025-01-04T07:30:00Z,0.042
IRNSS-1A,GEO/GSO,clock,2025-01-04T07:45:00Z,0.0382
IRNSS-1A,GEO/GSO,clock,2025-01-04T08:00:00Z,0.0398
IRNSS-1A,GEO/GSO,clock,2025-01-04T08:15:00Z,0.0437
IRNSS-1A,GEO/GSO,clock,2025-01-04T08:30:00Z,0.0322
IRNSS-1A,GEO/GSO,clock,2025-01-04T08:45:00Z,0.0553
IRNSS-1A,GEO/GSO,clock,2025-01-04T09:00:00Z,0.0304
IRNSS-1A,GEO/GSO,clock,2025-01-04T09:15:00Z,0.0286
IRNSS-1A,GEO/GSO,clock,2025-01-04T09:30:00Z,0.0474
IRNSS-1A,GEO/GSO,clock,2025-01-04T09:45:00Z,0.0443
IRNSS-1A,GEO/GSO,clock,2025-01-04T10:00:00Z,0.0428
IRNSS-1A,GEO/GSO,clock,2025-01-04T10:15:00Z,0.0427
IRNSS-1A,GEO/GSO,clock,2025-01-04T10:30:00Z,0.0374
IRNSS-1A,GEO/GSO,clock,2025-01-04T10:45:00Z,0.0301
IRNSS-1A,GEO/GSO,clock,2025-01-04T11:00:00Z,0.0378
IRNSS-1A,GEO/GSO,clock,2025-01-04T11:15:00Z,0.0316
IRNSS-1A,GEO/GSO,clock,2025-01-04T11:30:00Z,0.0446
IRNSS-1A,GEO/GSO,clock,2025-01-04T11:45:00Z,0.0355
IRNSS-1A,GEO/GSO,clock,2025-01-04T12:00:00Z,0.0299
IRNSS-1A,GEO/GSO,clock,2025-01-04T12:15:00Z,0.0338
IRNSS-1A,GEO/GSO,clock,2025-01-04T12:30:00Z,0.0395
IRNSS-1A,GEO/GSO,clock,2025-01-04T12:45:00Z,0.0316
IRNSS-1A,GEO/GSO,clock,2025-01-04T13:00:00Z,0.0293
IRNSS-1A,GEO/GSO,clock,2025-01-04T13:15:00Z,0.0377
IRNSS-1A,GEO/GSO,clock,2025-01-04T13:30:00Z,0.0376
IRNSS-1A,GEO/GSO,clock,2025-01-04T13:45:00Z,0.0314
IRNSS-1A,GEO/GSO,clock,2025-01-04T14:00:00Z,0.0315
IRNSS-1A,GEO/GSO,clock,2025-01-04T14:15:00Z,0.037
IRNSS-1A,GEO/GSO,clock,2025-01-04T14:30:00Z,0.0234
IRNSS-1A,GEO/GSO,clock,2025-01-04T14:45:00Z,0.0236
IRNSS-1A,GEO/GSO,clock,2025-01-04T15:00:00Z,0.0289
